ID,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
141,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
142,2023,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
143,2023,SE,FT,Data Analyst,64000,USD,64000,US,100,US,M
144,2023,SE,FT,Computer Vision Engineer,235000,USD,235000,US,0,US,M
145,2023,SE,FT,Computer Vision Engineer,185000,USD,185000,US,0,US,M
146,2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
147,2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
148,2023,SE,FT,Data Scientist,143100,USD,143100,CA,0,CA,M
149,2023,SE,FT,Data Scientist,113000,USD,113000,CA,0,CA,M
150,2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
151,2023,SE,FT,Applied Scientist,142000,USD,142000,US,100,US,M
152,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
153,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
154,2023,SE,FT,Data Architect,174500,USD,174500,US,0,US,M
155,2023,SE,FT,Data Architect,113000,USD,113000,US,0,US,M
156,2023,SE,FT,Data Scientist,180560,USD,180560,US,0,US,M
157,2023,SE,FT,Data Scientist,115440,USD,115440,US,0,US,M
158,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
159,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
160,2023,SE,FT,Research Scientist,248100,USD,248100,US,0,US,M
161,2023,SE,FT,Research Scientist,145900,USD,145900,US,0,US,M
162,2023,SE,FT,Data Scientist,120000,USD,120000,CA,0,CA,M
163,2023,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
164,2023,SE,FT,Data Engineer,291500,USD,291500,US,0,US,M
165,2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
166,2023,MI,FT,Machine Learning Engineer,62000,GBP,74491,GB,100,GB,M
167,2023,MI,FT,Machine Learning Engineer,52000,GBP,62477,GB,100,GB,M
168,2023,SE,FT,Data Engineer,161800,USD,161800,US,0,US,M
169,2023,SE,FT,Data Engineer,141600,USD,141600,US,0,US,M
170,2023,MI,FT,Machine Learning Engineer,48000,GBP,57671,GB,100,GB,M
171,2023,MI,FT,Machine Learning Engineer,38000,GBP,45656,GB,100,GB,M
172,2023,SE,FT,Data Engineer,166000,USD,166000,US,100,US,M
173,2023,SE,FT,Data Engineer,128000,USD,128000,US,100,US,M
174,2023,SE,FT,Data Architect,170000,USD,170000,US,100,US,M
175,2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
176,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
177,2023,SE,FT,Data Engineer,75000,USD,75000,US,100,US,M
178,2023,SE,FT,Data Engineer,236000,USD,236000,US,100,US,M
179,2023,SE,FT,Data Engineer,182000,USD,182000,US,100,US,M
180,2022,MI,FT,Data Analyst,1125000,INR,14307,IN,100,IN,L
181,2022,EN,FT,Data Scientist,130000,USD,130000,US,0,US,M
182,2023,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
183,2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
184,2023,SE,FT,Machine Learning Engineer,261500,USD,261500,US,0,US,L
185,2023,SE,FT,Machine Learning Engineer,134500,USD,134500,US,0,US,L
186,2022,MI,FT,Data Scientist,1100000,INR,13989,IN,100,IN,L
187,2023,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
188,2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
189,2023,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
190,2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
191,2022,SE,FT,Manager Data Management,125000,USD,125000,US,100,US,L
192,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
193,2022,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
194,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
195,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
196,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
197,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
198,2022,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M
199,2022,SE,FT,Data Science Consultant,94500,USD,94500,US,0,US,M
200,2022,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
201,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
202,2022,SE,FT,Data Science Consultant,145000,USD,145000,US,0,US,M
203,2022,SE,FT,Data Science Consultant,128000,USD,128000,US,0,US,M
204,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
205,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
206,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
207,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
208,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
209,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
210,2022,SE,FT,Applied Machine Learning Scientist,150000,USD,150000,US,100,US,M
211,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
212,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
213,2022,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
214,2022,MI,FT,Data Scientist,127500,USD,127500,US,100,US,M
215,2022,SE,FT,Data Scientist,126500,USD,126500,US,100,US,M
216,2022,SE,FT,Data Scientist,51000,USD,51000,US,100,US,M
217,2022,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M
218,2022,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M
219,2022,EN,FT,Applied Data Scientist,40000,USD,40000,AU,100,PK,M
220,2022,EN,FT,AI Programmer,40000,USD,40000,PK,100,AU,M
221,2022,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M
222,2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M
223,2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
224,2022,SE,FT,Machine Learning Engineer,160000,USD,160000,US,100,US,M
225,2022,SE,FT,Data Scientist,272550,USD,272550,US,100,US,M
226,2022,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
227,2022,MI,FT,Data Scientist,90000,EUR,94560,FR,100,FR,M
228,2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M
229,2022,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
230,2022,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
231,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
232,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
233,2022,SE,FT,Machine Learning Software Engineer,248400,USD,248400,CA,100,CA,M
234,2022,SE,FT,Machine Learning Software Engineer,183600,USD,183600,CA,100,CA,M
235,2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
236,2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
237,2022,EN,FT,Machine Learning Developer,40000,USD,40000,PK,100,AU,M
238,2022,SE,FT,Lead Data Scientist,4460000,INR,56723,IN,0,IN,L
239,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
240,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
241,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
242,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
243,2022,EN,FT,Data Science Consultant,23000,EUR,24165,IT,50,IT,M
244,2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M
245,2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
246,2022,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M
247,2022,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M
248,2022,SE,FT,Data Analyst,149000,USD,149000,US,100,US,M
249,2022,SE,FT,Data Analyst,119000,USD,119000,US,100,US,M
250,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
251,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
252,2022,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
253,2022,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
254,2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M
255,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M
256,2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
257,2022,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
258,2022,SE,FT,ML Engineer,235000,USD,235000,US,100,US,M
259,2022,SE,FT,ML Engineer,185000,USD,185000,US,100,US,M
260,2022,SE,FT,Cloud Database Engineer,190000,USD,190000,US,100,US,M
261,2022,SE,FT,Cloud Database Engineer,160000,USD,160000,US,100,US,M
262,2022,EN,FT,Product Data Analyst,100000,USD,100000,US,100,US,M
263,2022,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
264,2022,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M
265,2022,MI,FT,Data Scientist,75000,GBP,92350,GB,0,GB,M
266,2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M
267,2022,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M
268,2022,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
269,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
270,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
271,2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
272,2022,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
273,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
274,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
275,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
276,2022,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
277,2022,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M
278,2022,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M
279,2022,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
280,2022,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
281,2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
282,2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M
283,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
284,2022,SE,FT,Applied Scientist,142000,USD,142000,US,100,US,M
285,2022,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
286,2022,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
287,2022,EN,FT,Machine Learning Software Engineer,10000,USD,10000,MA,50,MA,S
288,2022,MI,FT,Data Scientist,2500000,INR,31795,IN,100,US,M
289,2022,MI,FT,NLP Engineer,198000,PLN,44365,PL,100,PL,S
290,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
291,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
292,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
293,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
294,2022,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M
295,2022,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M
296,2022,MI,FT,Data Engineer,75000,GBP,92350,GB,100,GB,M
297,2022,MI,FT,Data Engineer,60000,GBP,73880,GB,100,GB,M
298,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
299,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
300,2022,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
301,2022,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
302,2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M
303,2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M
304,2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
305,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
306,2022,SE,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
307,2022,SE,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M
308,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
309,2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M
310,2022,SE,FT,Data Engineer,70000,EUR,73546,ES,0,ES,M
311,2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M
312,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
313,2022,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M
314,2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
315,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
316,2022,MI,FT,Data Engineer,2800000,INR,35610,IN,50,IN,L
317,2022,SE,FT,AI Scientist,125000,USD,125000,CO,100,CO,L
318,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
319,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
320,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
321,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
322,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
323,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
324,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
325,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
326,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
327,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
328,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
329,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
330,2022,SE,FT,Research Engineer,249500,USD,249500,US,0,US,M
331,2022,SE,FT,Research Engineer,149850,USD,149850,US,0,US,M
332,2022,MI,FT,Analytics Engineer,122500,USD,122500,US,100,US,M
333,2022,MI,FT,Analytics Engineer,100000,USD,100000,US,100,US,M
334,2022,SE,FT,Data Scientist,249500,USD,249500,US,0,US,M
335,2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M
336,2022,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M
337,2022,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M
338,2022,SE,FT,Research Scientist,249500,USD,249500,US,0,US,M
339,2022,SE,FT,Research Scientist,149850,USD,149850,US,0,US,M
340,2022,MI,FT,Computer Vision Engineer,56000,EUR,58837,FR,100,FR,S
341,2022,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M
342,2022,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M
343,2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M
344,2022,SE,FT,Data Analyst,104000,USD,104000,US,100,US,M
345,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
346,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
347,2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M
348,2022,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M
349,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
350,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
351,2022,SE,FT,Data Scientist,182750,USD,182750,US,100,US,M
352,2022,SE,FT,Data Scientist,161500,USD,161500,US,100,US,M
353,2022,MI,FT,Data Analyst,102640,USD,102640,US,100,US,M
354,2022,MI,FT,Data Analyst,66100,USD,66100,US,100,US,M
355,2022,SE,FT,Research Scientist,210000,USD,210000,US,100,US,M
356,2022,SE,FT,Research Scientist,150000,USD,150000,US,100,US,M
357,2022,SE,FT,Data Engineer,198800,USD,198800,US,0,US,M
358,2022,SE,FT,Data Engineer,122600,USD,122600,US,0,US,M
359,2022,MI,FT,Data Engineer,130000,USD,130000,US,100,US,M
360,2022,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M
361,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
362,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
363,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
364,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
365,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
366,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
367,2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M
368,2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
369,2022,EX,FT,Data Scientist,159000,USD,159000,US,100,US,M
370,2022,EX,FT,Data Scientist,130000,USD,130000,US,100,US,M
371,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
372,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
373,2022,SE,FT,Data Engineer,215000,USD,215000,US,100,US,M
374,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
375,2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M
376,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M
377,2022,MI,FT,Data Engineer,187000,USD,187000,US,100,US,M
378,2022,MI,FT,Data Engineer,153000,USD,153000,US,100,US,M
379,2022,SE,FT,Machine Learning Engineer,255000,USD,255000,MX,100,MX,M
380,2022,SE,FT,Machine Learning Engineer,185000,USD,185000,MX,100,MX,M
381,2022,MI,FT,Data Analyst,350000,GBP,430967,GB,0,GB,M
382,2022,MI,FT,Data Analyst,45000,GBP,55410,GB,0,GB,M
383,2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M
384,2022,SE,FT,Data Analyst,38000,EUR,39925,ES,0,ES,M
385,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
